RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,75,232.0,10,126,16,3,0,76,7.0,4,5,21,2,5,0.0,0,0,24.0,68.5286090866801,8.0,2.485067169978905,0.0,50.0
0,77,186.0,13,70,9,1,0,90,53.0,6,5,10,0,60,0.0,1,1,32.0,50.0,1.0,3.0,1.0,67.0
1,70,128.0,6,59,15,0,0,87,1.0,4,6,15,2,47,0.0,1,1,3.0,68.5286090866801,1.0,1.0,0.0,33.0
1,90,324.0,4,110,13,0,0,100,15.0,7,8,13,1,54,0.0,1,1,8.0,41.0,2.0,3.0,0.0,83.0
1,57,162.0,7,56,15,0,0,87,2.0,4,6,15,1,27,0.0,0,0,85.0,68.5286090866801,3.0,1.0,2.0,100.0
1,60,198.0,12,46,7,3,2,90,40.0,6,5,12,0,20,0.0,1,0,37.0,68.5286090866801,7.0,1.0,1.0,100.0
1,75,160.0,2,66,36,1,0,95,16.0,6,5,38,1,18,0.0,4,4,19.0,78.0,4.0,2.0,1.0,32.0
1,68,171.0,6,89,16,0,0,94,71.0,6,6,17,1,12,0.0,1,1,51.0,68.5286090866801,5.0,1.0,4.0,50.0
1,56,122.0,5,52,12,1,0,77,1.0,4,5,13,1,62,0.0,2,2,89.0,88.0,1.0,2.0,1.0,75.0
0,88,206.0,3,81,31,0,0,100,15.0,7,8,33,3,67,0.0,1,1,26.0,88.0,2.0,6.0,0.0,89.0
1,67,41.0,11,22,3,0,0,100,15.0,7,8,3,1,67,0.0,0,0,34.862218549886386,90.0,4.101935749588138,1.0,1.0920840064620356,100.0
1,65,122.0,6,53,28,0,0,100,15.0,7,8,35,6,24,0.0,6,6,72.0,73.0,5.0,1.0,5.0,67.0
0,77,143.0,10,52,12,0,0,100,15.0,7,8,12,1,33,0.0,2,0,12.0,92.0,2.0,2.0,1.0,67.0
1,56,349.0,2,83,35,0,0,89,21.0,6,6,38,7,39,0.0,3,3,74.0,83.0,11.0,5.0,6.0,85.0
1,64,70.0,6,45,26,1,1,100,15.0,6,8,27,3,52,0.0,11,11,0.0,93.0,0.0,4.0,1.0920840064620356,57.0
1,61,166.0,3,49,29,0,0,100,15.0,7,8,29,4,31,0.0,1,1,56.0,68.0,7.0,4.0,3.0,73.0
1,66,111.0,2,35,12,1,1,88,26.0,6,2,16,2,75,0.0,4,4,28.0,84.0,2.0,2.0,1.0920840064620356,80.0
0,71,136.0,10,57,24,0,0,100,15.0,7,8,24,2,29,0.0,2,2,62.0,68.5286090866801,2.0,1.0,1.0,60.0
0,91,364.0,1,118,12,0,0,100,15.0,7,8,13,1,8,0.0,1,1,0.0,68.5286090866801,1.0,2.485067169978905,0.0,20.0
1,63,53.0,10,24,19,0,0,100,15.0,7,8,19,2,79,0.0,0,0,104.0,86.0,2.0,8.0,2.0,91.0
1,76,266.0,1,93,12,0,0,100,15.0,7,8,13,6,62,0.0,3,3,86.0,85.0,3.0,3.0,1.0,100.0
1,44,59.0,2,26,18,3,2,81,3.0,2,4,23,3,36,0.0,5,5,77.0,58.0,5.0,5.0,0.0,77.0
1,60,199.0,28,93,11,4,2,73,6.0,4,2,15,0,53,0.0,0,0,34.0,61.0,1.0,3.0,0.0,50.0
0,68,147.0,27,61,17,0,0,78,14.0,6,6,18,0,39,0.0,1,1,28.0,57.0,3.0,2.0,1.0,63.0
0,82,184.0,3,77,28,0,0,100,15.0,7,8,29,2,31,0.0,1,1,6.0,92.0,4.0,2.0,0.0,88.0
0,54,85.0,3,33,34,0,0,97,39.0,6,6,34,7,38,0.0,3,3,59.0,89.0,8.0,7.0,3.0,84.0
1,58,184.0,3,89,9,4,2,69,12.0,6,2,14,1,38,0.0,4,4,82.0,68.5286090866801,2.0,2.0,2.0,100.0
1,78,129.0,4,59,37,0,0,100,15.0,5,8,47,1,64,0.0,1,1,54.0,110.0,6.0,7.0,1.0,87.0
1,59,190.0,11,132,7,0,0,86,2.0,4,6,7,1,14,0.0,1,1,94.0,68.5286090866801,2.0,2.485067169978905,2.0,100.0
1,59,217.0,9,83,29,0,0,87,2.0,4,6,31,2,55,0.0,0,0,75.0,88.0,6.0,7.0,3.0,93.0
0,72,153.0,4,61,29,0,0,97,15.0,6,6,29,2,55,0.0,2,2,37.0,88.0,5.0,4.0,1.0,64.0
1,70,153.0,22,112,5,2,2,67,56.0,6,4,6,0,67,0.0,0,0,0.0,68.5286090866801,0.0,1.0,0.0,50.0
0,81,311.0,27,118,15,0,0,93,65.0,6,6,15,0,20,0.0,0,0,27.0,68.5286090866801,8.0,1.0,0.0,82.0
1,63,243.0,1,80,13,1,0,75,4.0,4,5,16,3,50,0.0,2,2,14.0,68.5286090866801,6.0,1.0,0.0,78.0
1,69,295.0,1,50,24,0,0,100,15.0,7,8,26,6,54,0.0,1,1,33.0,58.0,4.0,10.0,1.0,80.0
1,63,59.0,5,31,17,2,2,95,42.0,6,2,20,1,53,0.0,2,2,57.0,96.0,2.0,9.0,1.0920840064620356,100.0
0,86,182.0,28,80,44,0,0,100,15.0,7,8,44,0,77,0.0,1,1,5.0,75.0,1.0,14.0,0.0,94.0
1,63,203.0,41,111,11,1,1,69,13.0,6,3,13,0,38,0.0,0,0,93.0,68.5286090866801,8.0,2.485067169978905,3.0,100.0
1,59,182.0,7,105,11,7,3,53,8.0,4,5,20,2,65,0.0,0,0,31.0,92.0,2.0,3.0,0.0,100.0
1,60,141.0,4,56,30,0,0,100,15.0,7,8,30,3,33,0.0,0,0,84.0,48.0,11.0,4.0,4.0,100.0
1,69,25.0,12,19,2,0,0,100,15.0,7,8,2,0,100,0.0,1,1,34.862218549886386,58.0,4.101935749588138,1.0,1.0920840064620356,100.0
0,85,169.0,7,62,12,0,0,100,15.0,7,8,12,2,33,0.0,0,0,8.0,68.5286090866801,3.0,2.0,0.0,71.0
0,76,149.0,15,62,13,0,0,100,15.0,7,8,13,0,38,0.0,0,0,0.0,55.0,0.0,3.0,0.0,75.0
1,66,183.0,4,64,19,4,3,82,18.0,6,2,22,2,50,0.0,0,0,85.0,85.0,4.0,7.0,1.0,92.0
1,65,167.0,1,37,11,1,1,93,17.0,6,3,14,7,21,0.0,3,3,23.0,91.0,8.0,2.0,0.0,85.0
0,56,172.0,4,64,16,2,0,68,5.0,4,5,19,3,37,0.0,0,0,46.0,86.0,4.0,2.0,1.0,55.0
0,80,162.0,9,82,22,0,0,100,15.0,7,8,24,1,58,0.0,0,0,79.0,45.0,2.0,2.0,1.0920840064620356,80.0
1,60,89.0,1,16,8,0,0,100,15.0,7,8,9,8,67,0.0,0,0,95.0,87.0,3.0,6.0,1.0,100.0
1,75,429.0,4,101,46,0,0,100,15.0,7,8,46,3,30,0.0,1,1,38.0,34.0,16.0,2.0,2.0,78.0
1,68,70.0,1,37,29,0,0,100,15.0,7,8,30,3,57,0.0,3,3,33.0,30.0,9.0,2.0,1.0,85.0
0,85,231.0,9,107,13,0,0,100,15.0,7,8,13,1,54,0.0,0,0,30.0,91.0,3.0,1.0,0.0,67.0
1,83,67.0,12,39,12,0,0,100,15.0,7,8,13,0,31,0.0,0,0,11.0,73.0,4.0,3.0,0.0,78.0
1,55,58.0,3,24,18,0,0,95,5.0,4,6,19,3,53,0.0,1,1,65.0,91.0,4.0,4.0,2.0,89.0
0,87,257.0,8,78,18,0,0,100,15.0,7,8,18,2,39,0.0,1,1,1.0,87.0,3.0,2.0,0.0,38.0
0,80,255.0,24,106,15,0,0,93,15.0,6,6,15,0,47,0.0,1,1,0.0,36.0,1.0,4.0,0.0,50.0
1,53,54.0,11,25,19,0,0,89,2.0,4,6,19,1,79,0.0,2,2,112.0,86.0,2.0,8.0,2.0,91.0
1,56,150.0,12,80,22,0,0,83,1.0,4,6,23,0,13,0.0,0,0,85.0,68.5286090866801,8.0,2.485067169978905,4.0,100.0
0,75,159.0,10,58,9,1,1,91,66.0,6,3,11,1,9,0.0,3,3,15.0,68.5286090866801,2.0,1.0,0.0,63.0
1,48,158.0,5,65,27,1,0,77,2.0,3,5,31,5,48,0.0,1,1,72.0,45.0,5.0,4.0,2.0,82.0
1,72,214.0,8,54,26,0,0,96,65.0,6,6,27,3,30,0.0,2,2,56.0,68.5286090866801,10.0,3.0,1.0,76.0
0,75,169.0,15,86,22,0,0,100,15.0,7,8,23,0,39,0.0,0,0,46.0,74.0,2.0,4.0,1.0,64.0
1,68,132.0,5,43,13,0,0,100,15.0,7,8,13,2,15,0.0,2,1,72.0,68.5286090866801,8.0,1.0,4.0,82.0
0,85,420.0,7,109,22,0,0,96,81.0,6,6,24,2,17,0.0,0,0,1.0,68.5286090866801,2.0,1.0,0.0,18.0
1,74,173.0,13,68,20,0,0,95,10.0,4,6,20,0,50,0.0,0,0,33.0,47.0,2.0,6.0,0.0,80.0
0,72,73.0,2,34,30,0,0,100,15.0,7,8,31,4,19,0.0,4,4,21.0,95.0,7.0,3.0,2.0,50.0
0,56,237.0,5,92,24,3,2,70,5.0,3,5,27,3,52,0.0,8,7,22.0,65.0,4.0,4.0,1.0,62.0
1,64,212.0,14,105,17,4,3,73,32.0,0,5,25,0,5,0.0,1,1,0.0,68.5286090866801,0.0,1.0,0.0,33.0
1,51,169.0,5,70,19,0,0,62,2.0,4,6,21,1,33,0.0,0,0,87.0,48.0,5.0,2.0,4.0,64.0
1,77,229.0,3,109,23,0,0,100,15.0,7,8,23,2,35,0.0,0,0,38.0,93.0,4.0,3.0,1.0,58.0
0,76,165.0,6,87,29,1,1,95,49.0,6,3,43,3,65,0.0,0,0,31.0,58.0,4.0,6.0,1.0,71.0
0,82,120.0,2,43,15,0,0,100,15.0,7,8,17,4,29,0.0,0,0,33.0,80.0,2.0,4.0,0.0,86.0
1,62,233.0,8,79,6,3,2,86,44.0,6,5,9,1,57,0.0,0,0,63.0,71.0,2.0,3.0,1.0920840064620356,83.0
1,73,158.0,1,59,24,0,0,96,33.0,6,6,25,1,60,0.0,0,0,50.0,66.0,2.0,3.0,1.0,83.0
0,68,121.0,8,45,13,0,0,85,9.0,4,6,13,2,15,0.0,3,3,26.0,68.5286090866801,1.0,2.0,0.0,60.0
1,68,117.0,12,57,25,0,0,96,21.0,6,6,25,0,4,0.0,2,2,31.0,68.5286090866801,6.0,2.485067169978905,1.0,70.0
0,73,121.0,7,57,20,1,1,100,15.0,7,8,21,1,50,0.0,0,0,6.0,54.0,2.0,4.0,0.0,86.0
0,82,351.0,25,101,17,0,0,100,15.0,7,8,17,0,47,0.0,0,0,22.0,68.5286090866801,4.0,2.0,0.0,86.0
1,69,66.0,8,38,15,1,1,94,21.0,6,2,16,2,63,0.0,1,1,38.0,58.0,1.0,5.0,0.0,86.0
1,68,142.0,4,61,21,0,0,90,28.0,6,6,21,4,43,0.0,6,5,45.0,100.0,3.0,2.0,2.0,63.0
1,86,176.0,13,67,21,0,0,100,15.0,7,8,22,0,41,0.0,1,1,12.0,79.0,3.0,2.0,0.0,100.0
1,63,282.0,2,106,19,5,4,80,23.0,6,4,26,1,44,0.0,0,0,12.0,68.5286090866801,1.0,1.0,0.0,67.0
0,68,149.0,9,71,22,1,0,91,9.0,4,5,23,2,26,0.0,1,1,26.0,69.0,5.0,3.0,1.0,57.0
0,69,82.0,7,46,33,0,0,100,15.0,7,8,34,3,32,0.0,0,0,46.0,81.0,7.0,4.0,2.0,73.0
1,82,272.0,3,106,26,1,1,89,10.0,4,4,28,1,32,0.0,0,0,7.0,68.5286090866801,2.0,2.0,0.0,38.0
1,66,371.0,10,133,23,2,0,79,23.0,6,5,29,1,55,0.0,2,2,25.0,80.0,2.0,3.0,1.0,86.0
0,88,374.0,9,75,23,0,0,100,15.0,7,8,23,1,17,0.0,3,1,1.0,68.5286090866801,3.0,1.0,0.0,44.0
1,58,79.0,6,40,43,0,0,100,15.0,7,8,43,3,49,0.0,2,2,59.0,96.0,8.0,2.0,4.0,77.0
0,79,117.0,15,59,31,0,0,97,53.0,6,6,31,0,29,0.0,1,1,0.0,60.0,0.0,4.0,0.0,67.0
1,79,163.0,1,70,12,0,0,100,15.0,7,8,14,3,43,0.0,2,2,32.0,78.0,3.0,3.0,0.0,75.0
1,55,137.0,6,63,34,0,0,94,1.0,4,6,34,4,44,0.0,1,1,56.0,61.0,7.0,4.0,3.0,73.0
1,54,253.0,6,94,59,2,0,71,3.0,3,2,66,5,76,0.0,0,0,45.0,55.0,3.0,2.0,2.0,71.0
0,91,320.0,13,123,5,0,0,100,15.0,7,8,5,0,20,0.0,0,0,4.0,66.0,2.0,1.0,0.0,60.0
0,85,299.0,2,95,12,0,0,93,46.0,6,6,14,3,14,0.0,2,2,5.0,101.0,3.0,2.0,0.0,78.0
0,58,152.0,12,69,20,4,3,86,2.0,4,3,23,0,55,0.0,0,0,44.0,68.5286090866801,6.0,1.0,1.0,64.0
1,62,185.0,8,83,58,2,2,92,30.0,5,2,60,4,73,0.0,0,0,109.0,79.0,9.0,8.0,4.0,100.0
1,59,90.0,17,60,11,1,1,100,15.0,0,8,13,0,50,0.0,2,2,76.0,68.5286090866801,1.0,2.0,1.0920840064620356,100.0
1,77,46.0,5,27,7,0,0,100,15.0,7,8,7,2,43,0.0,1,1,0.0,96.0,0.0,2.0,1.0920840064620356,67.0
1,91,454.0,89,173,9,0,0,100,15.0,7,8,9,0,33,0.0,1,1,1.0,68.5286090866801,1.0,2.485067169978905,0.0,33.0
0,65,116.0,1,58,24,1,1,100,15.0,7,8,38,6,59,0.0,7,7,35.0,78.0,3.0,7.0,2.0,71.0
0,88,206.0,2,79,25,0,0,100,15.0,7,8,27,3,56,0.0,3,3,0.0,74.0,0.0,3.0,1.0920840064620356,43.0
1,58,62.0,4,30,16,0,0,94,25.0,5,6,16,4,13,0.0,4,4,82.0,90.0,6.0,1.0,2.0,70.0
1,71,74.0,3,30,14,1,0,76,23.0,6,5,17,4,53,0.0,0,0,13.0,94.0,3.0,5.0,0.0,80.0
1,66,100.0,5,56,13,2,0,71,39.0,6,5,17,2,41,0.0,4,1,39.0,82.0,2.0,2.0,1.0,57.0
0,75,69.0,1,39,16,0,0,100,15.0,7,8,18,4,17,0.0,2,2,21.0,68.5286090866801,4.0,1.0,0.0,50.0
1,73,102.0,2,41,22,0,0,100,15.0,7,8,23,2,35,0.0,0,0,21.0,46.0,4.0,4.0,1.0,62.0
0,85,342.0,64,140,10,0,0,100,15.0,7,8,10,0,60,0.0,0,0,18.0,68.5286090866801,2.0,2.485067169978905,0.0,67.0
1,54,111.0,19,57,10,1,0,55,10.0,4,5,11,0,45,0.0,0,0,84.0,66.0,4.0,3.0,3.0,100.0
1,66,145.0,6,91,18,1,1,100,15.0,6,8,19,1,21,0.0,2,2,67.0,8.0,7.0,2.0,3.0,69.0
1,74,378.0,15,120,15,0,0,93,19.0,6,6,15,0,13,0.0,0,0,59.0,68.5286090866801,6.0,1.0,2.0,78.0
1,61,40.0,5,19,9,0,0,89,38.0,6,6,9,3,56,0.0,5,5,56.0,75.0,2.0,5.0,1.0,100.0
1,64,99.0,7,43,8,0,0,100,15.0,7,8,8,2,38,0.0,4,3,76.0,89.0,5.0,3.0,1.0,100.0
0,77,175.0,8,54,13,1,1,100,15.0,6,8,13,1,15,0.0,1,1,6.0,68.5286090866801,2.0,1.0,0.0,75.0
1,65,235.0,3,65,28,0,0,90,40.0,6,6,29,5,31,0.0,2,2,31.0,71.0,12.0,4.0,1.0,80.0
1,72,126.0,12,64,15,0,0,100,15.0,5,8,15,0,47,0.0,2,2,77.0,69.0,4.0,2.0,2.0,75.0
1,55,37.0,6,24,6,1,0,86,1.0,3,5,7,2,57,0.0,0,0,13.0,68.5286090866801,2.0,1.0,1.0,75.0
1,62,77.0,9,43,9,2,1,64,14.0,6,2,11,1,64,0.0,0,0,34.862218549886386,84.0,4.101935749588138,4.0,1.0920840064620356,100.0
0,82,205.0,3,87,21,0,0,100,15.0,7,8,23,1,48,0.0,0,0,10.0,70.0,3.0,6.0,0.0,75.0
0,83,361.0,8,94,25,0,0,96,63.0,6,6,26,2,27,0.0,0,0,11.0,61.0,3.0,2.0,0.0,42.0
0,76,177.0,30,80,13,0,0,85,26.0,6,6,13,0,54,0.0,1,1,42.0,68.5286090866801,2.0,1.0,0.0,60.0
0,89,425.0,27,133,8,0,0,100,15.0,7,8,8,0,25,0.0,0,0,5.0,68.5286090866801,2.0,1.0,0.0,50.0
1,66,81.0,4,35,10,0,0,100,15.0,7,8,10,3,60,0.0,1,1,79.0,94.0,4.0,2.0,2.0,100.0
0,63,309.0,23,114,21,2,1,78,14.0,6,5,24,0,26,0.0,0,0,43.0,72.0,5.0,2.0,1.0,54.0
1,60,49.0,5,23,16,0,0,100,15.0,7,8,16,3,31,0.0,1,1,40.0,82.0,6.0,3.0,0.0,90.0
1,71,158.0,1,71,29,0,0,100,15.0,7,8,30,6,30,0.0,2,2,39.0,94.0,5.0,3.0,2.0,67.0
0,71,386.0,2,86,30,1,0,97,10.0,3,5,33,2,24,0.0,0,0,24.0,60.0,5.0,5.0,1.0,53.0
1,71,12.0,12,12,1,0,0,100,15.0,7,8,1,0,100,0.0,2,2,34.862218549886386,88.0,4.101935749588138,1.0,1.0920840064620356,100.0
1,56,100.0,22,47,2,3,2,40,7.0,0,2,5,0,20,0.0,1,1,34.862218549886386,68.5286090866801,4.101935749588138,1.0,1.0920840064620356,100.0
1,65,309.0,3,123,7,1,1,100,15.0,7,8,8,1,57,0.0,2,2,98.0,68.5286090866801,2.0,1.0,1.0920840064620356,100.0
1,66,78.0,6,25,22,1,1,96,39.0,6,4,27,5,22,0.0,3,1,38.0,78.0,8.0,4.0,0.0,67.0
1,69,172.0,2,67,26,0,0,96,2.0,4,6,27,1,33,0.0,6,5,18.0,68.5286090866801,3.0,1.0,0.0,44.0
1,72,183.0,7,63,15,0,0,100,15.0,7,8,15,1,40,0.0,4,4,61.0,62.0,2.0,1.0,1.0,38.0
1,58,311.0,14,67,21,2,2,74,15.0,6,4,30,0,10,0.0,0,0,79.0,36.0,7.0,2.0,3.0,100.0
0,69,281.0,6,76,36,0,0,100,15.0,7,8,36,2,25,0.0,4,4,12.0,83.0,5.0,2.0,3.0,41.0
0,64,110.0,4,50,14,1,1,94,43.0,6,2,17,1,47,0.0,2,2,70.0,91.0,2.0,2.0,0.0,80.0
1,72,270.0,1,91,35,0,0,94,22.0,6,6,36,2,8,0.0,0,0,40.0,68.5286090866801,11.0,1.0,1.0,57.0
0,72,135.0,5,50,26,0,0,100,15.0,7,8,26,2,50,0.0,0,0,78.0,68.5286090866801,4.0,1.0,1.0,83.0
1,59,207.0,12,56,15,0,0,81,4.0,4,6,16,0,69,0.0,1,1,32.0,79.0,2.0,2.0,1.0,80.0
0,70,284.0,1,64,12,1,0,71,9.0,4,5,14,1,14,0.0,1,1,15.0,60.0,3.0,2.0,0.0,63.0
1,65,59.0,3,27,15,0,0,100,15.0,7,8,17,5,41,0.0,0,0,75.0,99.0,5.0,2.0,2.0,78.0
0,62,143.0,6,76,21,2,2,83,4.0,4,3,23,1,22,0.0,0,0,61.0,96.0,6.0,2.0,3.0,73.0
1,66,204.0,8,69,11,1,0,83,10.0,4,5,12,2,75,0.0,0,0,0.0,92.0,0.0,3.0,0.0,80.0
1,58,187.0,2,60,19,0,0,85,5.0,4,6,20,1,25,0.0,1,1,73.0,99.0,5.0,2.0,3.0,78.0
1,61,164.0,10,80,54,1,0,88,3.0,3,5,59,2,83,0.0,2,2,47.0,63.0,4.0,10.0,0.0,88.0
0,72,243.0,3,71,24,1,1,100,15.0,7,8,26,3,24,0.0,2,2,2.0,96.0,3.0,1.0,0.0,29.0
0,72,370.0,4,70,20,0,0,100,15.0,7,8,20,3,40,0.0,1,1,73.0,50.0,2.0,7.0,2.0,83.0
1,73,181.0,8,71,25,0,0,100,15.0,7,8,25,4,56,0.0,0,0,45.0,76.0,6.0,6.0,1.0,86.0
1,63,377.0,3,95,21,4,2,91,6.0,0,5,25,2,30,0.0,4,4,34.0,68.5286090866801,4.0,2.485067169978905,0.0,57.0
1,88,188.0,3,73,16,0,0,100,15.0,7,8,16,2,25,0.0,0,0,6.0,68.5286090866801,2.0,1.0,0.0,43.0
1,66,120.0,2,43,18,0,0,100,15.0,7,8,21,3,55,0.0,0,0,87.0,83.0,5.0,5.0,3.0,100.0
1,76,131.0,21,67,15,1,0,81,11.0,3,5,16,0,19,0.0,1,1,5.0,68.5286090866801,1.0,1.0,1.0,50.0
1,58,118.0,3,40,10,1,1,91,48.0,6,4,11,2,36,0.0,0,0,50.0,86.0,5.0,3.0,1.0,100.0
0,79,177.0,4,89,21,0,0,100,15.0,7,8,21,1,29,0.0,0,0,67.0,68.5286090866801,2.0,1.0,0.0,75.0
1,89,175.0,29,94,4,0,0,100,15.0,7,8,6,0,20,0.0,4,4,0.0,68.5286090866801,0.0,2.485067169978905,0.0,0.0
1,72,174.0,3,55,21,0,0,95,65.0,6,6,22,3,36,0.0,5,5,17.0,98.0,3.0,2.0,1.0,56.0
1,70,275.0,2,110,28,14,14,68,13.0,6,3,44,3,55,0.0,0,0,31.0,89.0,3.0,2.0,1.0,50.0
1,59,172.0,33,90,9,0,0,56,5.0,4,6,9,0,56,0.0,2,2,103.0,28.0,2.0,2.0,2.0,100.0
0,78,165.0,7,52,8,0,0,100,15.0,7,8,8,1,38,0.0,1,1,53.0,91.0,2.0,2.0,0.0,80.0
1,60,37.0,9,22,11,0,0,100,15.0,7,8,11,1,55,0.0,8,8,112.0,61.0,3.0,1.0,0.0,100.0
1,62,172.0,4,71,29,0,0,86,2.0,4,6,29,2,28,0.0,1,1,32.0,50.0,2.0,4.0,2.0,50.0
1,63,178.0,7,46,21,2,2,95,13.0,6,2,22,1,55,0.0,1,1,74.0,86.0,6.0,3.0,2.0,91.0
0,84,308.0,10,125,27,0,0,100,15.0,7,8,27,1,37,0.0,0,0,27.0,52.0,2.0,5.0,0.0,70.0
1,56,131.0,2,62,27,4,0,70,10.0,4,5,33,4,45,0.0,2,2,31.0,84.0,5.0,6.0,2.0,69.0
1,70,83.0,3,40,26,4,2,80,10.0,4,4,30,3,33,0.0,0,0,3.0,89.0,2.0,4.0,0.0,58.0
0,69,266.0,4,94,32,0,0,100,15.0,7,8,34,2,25,0.0,1,1,36.0,50.0,10.0,4.0,3.0,78.0
1,75,132.0,8,48,21,0,0,95,46.0,6,6,23,2,14,0.0,1,1,3.0,67.0,1.0,2.0,0.0,60.0
1,60,115.0,4,48,18,1,0,89,1.0,3,5,19,4,58,0.0,4,4,44.0,81.0,4.0,3.0,1.0,88.0
0,61,164.0,0,52,31,4,4,94,40.0,6,2,36,4,59,0.0,7,7,13.0,85.0,4.0,7.0,0.0,79.0
1,57,474.0,20,140,10,4,3,54,5.0,4,5,13,0,31,0.0,0,0,15.0,81.0,5.0,1.0,2.0,78.0
1,55,205.0,22,147,10,4,4,83,10.0,1,2,12,0,33,0.0,2,2,99.0,70.0,2.0,2.0,2.0,100.0
1,83,129.0,5,48,4,0,0,100,15.0,7,8,4,2,50,0.0,1,1,30.0,68.5286090866801,1.0,1.0,0.0,100.0
1,56,246.0,7,83,18,1,1,77,3.0,1,3,23,1,36,0.0,0,0,49.0,94.0,3.0,1.0,1.0,80.0
1,63,159.0,5,68,39,1,0,98,17.0,6,5,41,1,38,0.0,0,0,73.0,89.0,6.0,5.0,2.0,85.0
0,84,149.0,4,63,26,0,0,100,15.0,7,8,28,4,15,0.0,0,0,0.0,68.5286090866801,1.0,2.485067169978905,0.0,29.0
1,60,212.0,10,88,23,0,0,83,3.0,4,6,23,1,48,0.0,0,0,55.0,4.0,5.0,4.0,1.0,82.0
1,59,118.0,4,33,12,2,0,87,1.0,3,5,15,5,53,0.0,1,1,18.0,87.0,1.0,2.0,0.0,60.0
0,85,171.0,17,81,22,0,0,100,15.0,7,8,22,0,32,0.0,0,0,17.0,68.5286090866801,1.0,1.0,0.0,40.0
0,86,159.0,4,69,39,0,0,100,15.0,7,8,42,2,49,0.0,0,0,1.0,76.0,4.0,3.0,0.0,54.0
0,58,128.0,12,61,29,0,0,97,5.0,4,6,29,0,45,0.0,2,2,37.0,76.0,6.0,8.0,2.0,82.0
0,76,169.0,6,63,29,1,0,90,12.0,6,5,30,2,40,0.0,0,0,0.0,27.0,1.0,3.0,0.0,33.0
1,62,139.0,2,41,11,0,0,93,3.0,4,6,15,2,80,0.0,2,2,92.0,92.0,1.0,4.0,1.0,100.0
1,57,151.0,7,65,14,4,4,81,5.0,2,4,16,2,75,0.0,1,1,36.0,90.0,1.0,3.0,0.0,100.0
1,71,94.0,4,54,13,1,0,56,26.0,6,5,18,2,39,0.0,1,1,0.0,95.0,0.0,2.0,0.0,33.0
1,57,164.0,8,66,34,19,19,94,28.0,6,2,35,1,34,0.0,0,0,14.0,68.0,4.0,6.0,0.0,77.0
0,72,140.0,3,80,27,0,0,96,66.0,6,6,27,3,44,0.0,0,0,22.0,39.0,5.0,4.0,1.0,75.0
0,68,179.0,6,66,32,0,0,97,20.0,6,6,32,3,19,0.0,0,0,47.0,73.0,4.0,3.0,1.0,50.0
1,76,134.0,35,84,21,0,0,95,15.0,6,6,21,0,52,0.0,0,0,38.0,68.5286090866801,1.0,1.0,0.0,67.0
1,74,127.0,7,80,31,0,0,98,56.0,6,6,46,3,57,0.0,1,1,29.0,88.0,4.0,3.0,0.0,78.0
1,90,300.0,15,109,17,0,0,100,15.0,7,8,18,0,29,0.0,0,0,8.0,68.5286090866801,2.0,1.0,0.0,60.0
1,69,70.0,3,47,23,0,0,100,15.0,7,8,24,2,9,0.0,3,3,41.0,68.5286090866801,13.0,1.0,2.0,79.0
0,83,166.0,2,65,18,0,0,95,57.0,6,6,19,3,32,0.0,1,1,12.0,64.0,2.0,3.0,0.0,63.0
1,69,148.0,4,66,41,0,0,100,15.0,7,8,41,4,10,0.0,1,1,32.0,60.0,7.0,3.0,1.0,50.0
1,87,186.0,14,102,13,0,0,100,15.0,7,8,13,0,54,0.0,0,0,25.0,68.5286090866801,1.0,1.0,0.0,50.0
1,68,205.0,5,51,30,0,0,97,7.0,4,6,31,4,23,0.0,0,0,31.0,89.0,5.0,4.0,1.0,45.0
1,73,256.0,2,64,23,0,0,100,15.0,7,8,25,4,46,0.0,3,3,60.0,96.0,3.0,3.0,2.0,64.0
1,85,253.0,2,82,15,0,0,94,69.0,6,6,18,4,33,0.0,1,1,6.0,101.0,1.0,2.0,0.0,38.0
1,68,63.0,1,28,14,0,0,93,37.0,6,6,15,2,53,0.0,1,0,31.0,68.5286090866801,1.0,1.0,0.0,50.0
0,81,113.0,2,53,15,0,0,100,15.0,7,8,16,3,0,0.0,1,1,19.0,68.5286090866801,4.0,2.485067169978905,0.0,44.0
0,92,211.0,20,124,33,0,0,100,15.0,7,8,34,0,15,0.0,0,0,0.0,68.5286090866801,2.0,1.0,0.0,27.0
0,77,195.0,3,53,33,0,0,100,15.0,7,8,33,8,21,0.0,2,2,1.0,68.5286090866801,2.0,1.0,0.0,36.0
1,57,90.0,3,51,35,0,0,100,15.0,7,8,35,6,40,0.0,2,2,68.0,75.0,6.0,4.0,4.0,71.0
0,68,252.0,21,114,15,1,0,88,5.0,4,5,17,0,53,0.0,0,0,23.0,68.5286090866801,2.0,3.0,0.0,83.0
